"IDmouse","ExpGroup","time","TVolume","lab"
"4-Ctr-WT15","Ctr-WT",9,344,"Lab 4"
"4-Ctr-WT15","Ctr-WT",12,345,"Lab 4"
"4-Ctr-WT15","Ctr-WT",15,390,"Lab 4"
"4-Ctr-WT16","Ctr-WT",0,111,"Lab 4"
"4-Ctr-WT16","Ctr-WT",3,196,"Lab 4"
"4-Ctr-WT16","Ctr-WT",6,274,"Lab 4"
"4-Ctr-WT16","Ctr-WT",9,358,"Lab 4"
"4-Ctr-WT16","Ctr-WT",12,514,"Lab 4"
"4-Ctr-WT16","Ctr-WT",15,634,"Lab 4"
"4-Ctr-WT17","Ctr-WT",0,52,"Lab 4"
"4-Ctr-WT17","Ctr-WT",3,136,"Lab 4"
"4-Ctr-WT17","Ctr-WT",6,185,"Lab 4"
"4-Ctr-WT17","Ctr-WT",9,252,"Lab 4"
"4-Ctr-WT17","Ctr-WT",12,429,"Lab 4"
"4-Ctr-WT17","Ctr-WT",15,657,"Lab 4"
"4-Ctr-WT18","Ctr-WT",0,106,"Lab 4"
"4-Ctr-WT18","Ctr-WT",3,136,"Lab 4"
"4-Ctr-WT18","Ctr-WT",6,528,"Lab 4"
"4-Ctr-WT18","Ctr-WT",9,904,"Lab 4"
"4-Ctr-WT18","Ctr-WT",12,1093,"Lab 4"
"4-Ctr-WT18","Ctr-WT",15,1122,"Lab 4"
"4-Ctr-WT19","Ctr-WT",0,147,"Lab 4"
"4-Ctr-WT19","Ctr-WT",3,330,"Lab 4"
"4-Ctr-WT19","Ctr-WT",6,696,"Lab 4"
"4-Ctr-WT19","Ctr-WT",9,1032,"Lab 4"
"4-Ctr-WT19","Ctr-WT",12,1558,"Lab 4"
"4-Ctr-WT19","Ctr-WT",15,1880,"Lab 4"
"4-Ctr-WT2","Ctr-WT",0,67,"Lab 4"
"4-Ctr-WT2","Ctr-WT",3,120,"Lab 4"
"4-Ctr-WT2","Ctr-WT",6,211,"Lab 4"
"4-Ctr-WT2","Ctr-WT",9,283,"Lab 4"
"4-Ctr-WT2","Ctr-WT",12,456,"Lab 4"
"4-Ctr-WT2","Ctr-WT",15,424,"Lab 4"
"4-Ctr-WT20","Ctr-WT",0,119,"Lab 4"
"4-Ctr-WT20","Ctr-WT",3,183,"Lab 4"
"4-Ctr-WT20","Ctr-WT",6,412,"Lab 4"
"4-Ctr-WT20","Ctr-WT",9,705,"Lab 4"
"4-Ctr-WT20","Ctr-WT",12,781,"Lab 4"
"4-Ctr-WT20","Ctr-WT",15,1156,"Lab 4"
"4-Ctr-KO21","Ctr-KO",0,149,"Lab 4"
"4-Ctr-KO21","Ctr-KO",3,379,"Lab 4"
"4-Ctr-KO21","Ctr-KO",6,655,"Lab 4"
"4-Ctr-KO21","Ctr-KO",9,763,"Lab 4"
"4-Ctr-KO21","Ctr-KO",12,1371,"Lab 4"
"4-Ctr-KO21","Ctr-KO",15,1491,"Lab 4"
"4-Ctr-KO22","Ctr-KO",0,127,"Lab 4"
"4-Ctr-KO22","Ctr-KO",3,200,"Lab 4"
"4-Ctr-KO22","Ctr-KO",6,676,"Lab 4"
"4-Ctr-KO22","Ctr-KO",9,928,"Lab 4"
"4-Ctr-KO22","Ctr-KO",12,1902,"Lab 4"
"4-Ctr-KO22","Ctr-KO",15,1805,"Lab 4"
"4-Ctr-KO23","Ctr-KO",0,144,"Lab 4"
"4-Ctr-KO23","Ctr-KO",3,269,"Lab 4"
"4-Ctr-KO23","Ctr-KO",6,552,"Lab 4"
"4-Ctr-KO23","Ctr-KO",9,656,"Lab 4"
"4-Ctr-KO23","Ctr-KO",12,682,"Lab 4"
"4-Ctr-KO23","Ctr-KO",15,905,"Lab 4"
"4-Ctr-KO24","Ctr-KO",0,43,"Lab 4"
"4-Ctr-KO24","Ctr-KO",3,128,"Lab 4"
"4-Ctr-KO24","Ctr-KO",6,203,"Lab 4"
"4-Ctr-KO24","Ctr-KO",9,573,"Lab 4"
"4-Ctr-KO24","Ctr-KO",12,1037,"Lab 4"
"4-Ctr-KO24","Ctr-KO",15,1104,"Lab 4"
"4-Ctr-KO25","Ctr-KO",0,49,"Lab 4"
"4-Ctr-KO25","Ctr-KO",3,116,"Lab 4"
"4-Ctr-KO25","Ctr-KO",6,351,"Lab 4"
"4-Ctr-KO25","Ctr-KO",9,551,"Lab 4"
"4-Ctr-KO25","Ctr-KO",12,875,"Lab 4"
"4-Ctr-KO25","Ctr-KO",15,1231,"Lab 4"
"4-Ctr-KO26","Ctr-KO",0,63,"Lab 4"
"4-Ctr-KO26","Ctr-KO",3,139,"Lab 4"
"4-Ctr-KO26","Ctr-KO",6,265,"Lab 4"
"4-Ctr-KO26","Ctr-KO",9,372,"Lab 4"
"4-Ctr-KO26","Ctr-KO",12,381,"Lab 4"
"4-Ctr-KO26","Ctr-KO",15,393,"Lab 4"
"4-Ctr-KO27","Ctr-KO",0,63,"Lab 4"
"4-Ctr-KO27","Ctr-KO",3,137,"Lab 4"
"4-Ctr-KO27","Ctr-KO",6,174,"Lab 4"
"4-Ctr-KO27","Ctr-KO",9,372,"Lab 4"
"4-Ctr-KO27","Ctr-KO",12,339,"Lab 4"
"4-Ctr-KO27","Ctr-KO",15,437,"Lab 4"
"4-Ctr-KO28","Ctr-KO",0,79,"Lab 4"
"4-Ctr-KO28","Ctr-KO",3,105,"Lab 4"
"4-Ctr-KO28","Ctr-KO",6,166,"Lab 4"
"4-Ctr-KO28","Ctr-KO",9,310,"Lab 4"
"4-Ctr-KO28","Ctr-KO",12,360,"Lab 4"
"4-Ctr-KO28","Ctr-KO",15,539,"Lab 4"
"4-Ctr-KO29","Ctr-KO",0,102,"Lab 4"
"4-Ctr-KO29","Ctr-KO",3,218,"Lab 4"
"4-Ctr-KO29","Ctr-KO",6,463,"Lab 4"
"4-Ctr-KO29","Ctr-KO",9,424,"Lab 4"
"4-Ctr-KO29","Ctr-KO",12,860,"Lab 4"
"4-Ctr-KO29","Ctr-KO",15,883,"Lab 4"
"4-Ctr-WT3","Ctr-WT",0,79,"Lab 4"
"4-Ctr-WT3","Ctr-WT",3,211,"Lab 4"
"4-Ctr-WT3","Ctr-WT",6,301,"Lab 4"
"4-Ctr-WT3","Ctr-WT",9,330,"Lab 4"
"4-Ctr-WT3","Ctr-WT",12,587,"Lab 4"
"4-Ctr-WT3","Ctr-WT",15,407,"Lab 4"
"4-Ctr-KO30","Ctr-KO",0,76,"Lab 4"
"4-Ctr-KO30","Ctr-KO",3,172,"Lab 4"
"4-Ctr-KO30","Ctr-KO",6,160,"Lab 4"
"4-Ctr-KO30","Ctr-KO",9,283,"Lab 4"
"4-Ctr-KO30","Ctr-KO",12,362,"Lab 4"
"4-Ctr-KO30","Ctr-KO",15,448,"Lab 4"
"4-Ctr-KO31","Ctr-KO",0,55,"Lab 4"
"4-Ctr-KO31","Ctr-KO",3,183,"Lab 4"
"4-Ctr-KO31","Ctr-KO",6,161,"Lab 4"
"4-Ctr-KO31","Ctr-KO",9,406,"Lab 4"
"4-Ctr-KO31","Ctr-KO",12,415,"Lab 4"
"4-Ctr-KO31","Ctr-KO",15,545,"Lab 4"
"4-Ctr-KO32","Ctr-KO",0,88,"Lab 4"
"4-Ctr-KO32","Ctr-KO",3,186,"Lab 4"
"4-Ctr-KO32","Ctr-KO",6,651,"Lab 4"
"4-Ctr-KO32","Ctr-KO",9,731,"Lab 4"
"4-Ctr-KO32","Ctr-KO",12,1035,"Lab 4"
"4-Ctr-KO32","Ctr-KO",15,1007,"Lab 4"
"4-Ctr-KO33","Ctr-KO",0,116,"Lab 4"
"4-Ctr-KO33","Ctr-KO",3,205,"Lab 4"
"4-Ctr-KO33","Ctr-KO",6,549,"Lab 4"
"4-Ctr-KO33","Ctr-KO",9,534,"Lab 4"
"4-Ctr-KO33","Ctr-KO",12,1136,"Lab 4"
"4-Ctr-KO33","Ctr-KO",15,1235,"Lab 4"
"4-Ctr-KO34","Ctr-KO",0,122,"Lab 4"
"4-Ctr-KO34","Ctr-KO",3,219,"Lab 4"
"4-Ctr-KO34","Ctr-KO",6,785,"Lab 4"
"4-Ctr-KO34","Ctr-KO",9,530,"Lab 4"
"4-Ctr-KO34","Ctr-KO",12,626,"Lab 4"
"4-Ctr-KO34","Ctr-KO",15,1105,"Lab 4"
"4-Ctr-KO35","Ctr-KO",0,53,"Lab 4"
"4-Ctr-KO35","Ctr-KO",3,95,"Lab 4"
"4-Ctr-KO35","Ctr-KO",6,205,"Lab 4"
"4-Ctr-KO35","Ctr-KO",9,353,"Lab 4"
"4-Ctr-KO35","Ctr-KO",12,455,"Lab 4"
"4-Ctr-KO35","Ctr-KO",15,632,"Lab 4"
"4-Ctr-KO36","Ctr-KO",0,53,"Lab 4"
"4-Ctr-KO36","Ctr-KO",3,90,"Lab 4"
"4-Ctr-KO36","Ctr-KO",6,168,"Lab 4"
"4-Ctr-KO36","Ctr-KO",9,441,"Lab 4"
"4-Ctr-KO36","Ctr-KO",12,488,"Lab 4"
"4-Ctr-KO36","Ctr-KO",15,445,"Lab 4"
"4-Ctr-KO37","Ctr-KO",0,54,"Lab 4"
"4-Ctr-KO37","Ctr-KO",3,170,"Lab 4"
"4-Ctr-KO37","Ctr-KO",6,199,"Lab 4"
"4-Ctr-KO37","Ctr-KO",9,334,"Lab 4"
"4-Ctr-KO37","Ctr-KO",12,391,"Lab 4"
"4-Ctr-KO37","Ctr-KO",15,509,"Lab 4"
"4-Ctr-KO38","Ctr-KO",0,105,"Lab 4"
"4-Ctr-KO38","Ctr-KO",3,363,"Lab 4"
"4-Ctr-KO38","Ctr-KO",6,894,"Lab 4"
"4-Ctr-KO38","Ctr-KO",9,1294,"Lab 4"
"4-Ctr-KO38","Ctr-KO",12,1716,"Lab 4"
"4-Ctr-KO39","Ctr-KO",0,82,"Lab 4"
"4-Ctr-KO39","Ctr-KO",3,192,"Lab 4"
"4-Ctr-KO39","Ctr-KO",6,287,"Lab 4"
"4-Ctr-KO39","Ctr-KO",9,689,"Lab 4"
"4-Ctr-KO39","Ctr-KO",12,830,"Lab 4"
"4-Ctr-KO39","Ctr-KO",15,1131,"Lab 4"
"4-Ctr-WT4","Ctr-WT",0,114,"Lab 4"
"4-Ctr-WT4","Ctr-WT",3,229,"Lab 4"
"4-Ctr-WT4","Ctr-WT",6,500,"Lab 4"
"4-Ctr-WT4","Ctr-WT",9,738,"Lab 4"
"4-Ctr-WT4","Ctr-WT",12,1581,"Lab 4"
"4-Ctr-WT4","Ctr-WT",15,1967,"Lab 4"
"4-Ctr-KO40","Ctr-KO",0,64,"Lab 4"
"4-Ctr-KO40","Ctr-KO",3,109,"Lab 4"
"4-Ctr-KO40","Ctr-KO",6,188,"Lab 4"
"4-Ctr-KO40","Ctr-KO",9,227,"Lab 4"
"4-Ctr-KO40","Ctr-KO",12,540,"Lab 4"
"4-Ctr-KO40","Ctr-KO",15,643,"Lab 4"
"4-Trt-WT41","Trt-WT",0,68,"Lab 4"
"4-Trt-WT41","Trt-WT",3,202,"Lab 4"
"4-Trt-WT41","Trt-WT",6,258,"Lab 4"
"4-Trt-WT41","Trt-WT",9,460,"Lab 4"
"4-Trt-WT41","Trt-WT",12,696,"Lab 4"
"4-Trt-WT41","Trt-WT",15,583,"Lab 4"
"4-Trt-WT42","Trt-WT",0,75,"Lab 4"
"4-Trt-WT42","Trt-WT",3,117,"Lab 4"
"4-Trt-WT42","Trt-WT",6,154,"Lab 4"
"4-Trt-WT42","Trt-WT",9,115,"Lab 4"
"4-Trt-WT42","Trt-WT",12,164,"Lab 4"
"4-Trt-WT42","Trt-WT",15,137,"Lab 4"
"4-Trt-WT43","Trt-WT",0,101,"Lab 4"
"4-Trt-WT43","Trt-WT",3,141,"Lab 4"
"4-Trt-WT43","Trt-WT",6,462,"Lab 4"
"4-Trt-WT43","Trt-WT",9,685,"Lab 4"
"4-Trt-WT43","Trt-WT",12,1187,"Lab 4"
"4-Trt-WT43","Trt-WT",15,1046,"Lab 4"
"4-Trt-WT44","Trt-WT",0,66,"Lab 4"
"4-Trt-WT44","Trt-WT",3,137,"Lab 4"
"4-Trt-WT44","Trt-WT",6,160,"Lab 4"
"4-Trt-WT44","Trt-WT",9,262,"Lab 4"
"4-Trt-WT44","Trt-WT",12,293,"Lab 4"
"4-Trt-WT44","Trt-WT",15,310,"Lab 4"
"4-Trt-WT45","Trt-WT",0,85,"Lab 4"
"4-Trt-WT45","Trt-WT",3,147,"Lab 4"
"4-Trt-WT45","Trt-WT",6,428,"Lab 4"
"4-Trt-WT45","Trt-WT",9,477,"Lab 4"
"4-Trt-WT45","Trt-WT",12,541,"Lab 4"
"4-Trt-WT45","Trt-WT",15,913,"Lab 4"
"4-Trt-WT46","Trt-WT",0,42,"Lab 4"
"4-Trt-WT46","Trt-WT",3,137,"Lab 4"
"4-Trt-WT46","Trt-WT",6,214,"Lab 4"
"4-Trt-WT46","Trt-WT",9,438,"Lab 4"
"4-Trt-WT46","Trt-WT",12,605,"Lab 4"
"4-Trt-WT46","Trt-WT",15,619,"Lab 4"
"4-Trt-WT47","Trt-WT",0,71,"Lab 4"
"4-Trt-WT47","Trt-WT",3,110,"Lab 4"
"4-Trt-WT47","Trt-WT",6,280,"Lab 4"
"4-Trt-WT47","Trt-WT",9,358,"Lab 4"
"4-Trt-WT47","Trt-WT",12,368,"Lab 4"
"4-Trt-WT47","Trt-WT",15,818,"Lab 4"
"4-Trt-WT48","Trt-WT",0,41,"Lab 4"
"4-Trt-WT48","Trt-WT",3,111,"Lab 4"
"4-Trt-WT48","Trt-WT",6,212,"Lab 4"
"4-Trt-WT48","Trt-WT",9,287,"Lab 4"
"4-Trt-WT48","Trt-WT",12,414,"Lab 4"
"4-Trt-WT48","Trt-WT",15,640,"Lab 4"
"4-Trt-WT49","Trt-WT",0,51,"Lab 4"
"4-Trt-WT49","Trt-WT",3,105,"Lab 4"
"4-Trt-WT49","Trt-WT",6,176,"Lab 4"
"4-Trt-WT49","Trt-WT",9,228,"Lab 4"
"4-Trt-WT49","Trt-WT",12,252,"Lab 4"
"4-Trt-WT49","Trt-WT",15,305,"Lab 4"
"4-Ctr-WT5","Ctr-WT",0,88,"Lab 4"
"4-Ctr-WT5","Ctr-WT",3,146,"Lab 4"
"4-Ctr-WT5","Ctr-WT",6,317,"Lab 4"
"4-Ctr-WT5","Ctr-WT",9,389,"Lab 4"
"4-Ctr-WT5","Ctr-WT",12,419,"Lab 4"
"4-Ctr-WT5","Ctr-WT",15,628,"Lab 4"
"4-Trt-WT50","Trt-WT",0,89,"Lab 4"
"4-Trt-WT50","Trt-WT",3,71,"Lab 4"
"4-Trt-WT50","Trt-WT",6,129,"Lab 4"
"4-Trt-WT50","Trt-WT",9,132,"Lab 4"
"4-Trt-WT50","Trt-WT",12,134,"Lab 4"
"4-Trt-WT50","Trt-WT",15,91,"Lab 4"
"4-Trt-WT51","Trt-WT",0,85,"Lab 4"
"4-Trt-WT51","Trt-WT",3,162,"Lab 4"
"4-Trt-WT51","Trt-WT",6,212,"Lab 4"
"4-Trt-WT51","Trt-WT",9,474,"Lab 4"
"4-Trt-WT51","Trt-WT",12,386,"Lab 4"
"4-Trt-WT51","Trt-WT",15,329,"Lab 4"
"4-Trt-WT52","Trt-WT",0,93,"Lab 4"
"4-Trt-WT52","Trt-WT",3,236,"Lab 4"
"4-Trt-WT52","Trt-WT",6,339,"Lab 4"
"4-Trt-WT52","Trt-WT",9,666,"Lab 4"
"4-Trt-WT52","Trt-WT",12,1025,"Lab 4"
"4-Trt-WT53","Trt-WT",0,46,"Lab 4"
"4-Trt-WT53","Trt-WT",3,167,"Lab 4"
"4-Trt-WT53","Trt-WT",6,198,"Lab 4"
"4-Trt-WT53","Trt-WT",9,435,"Lab 4"
"4-Trt-WT53","Trt-WT",12,445,"Lab 4"
"4-Trt-WT53","Trt-WT",15,461,"Lab 4"
"4-Trt-WT54","Trt-WT",0,122,"Lab 4"
"4-Trt-WT54","Trt-WT",3,247,"Lab 4"
"4-Trt-WT54","Trt-WT",6,372,"Lab 4"
"4-Trt-WT54","Trt-WT",9,1011,"Lab 4"
"4-Trt-WT54","Trt-WT",12,1449,"Lab 4"
"4-Trt-WT54","Trt-WT",15,1574,"Lab 4"
"4-Trt-WT55","Trt-WT",0,64,"Lab 4"
"4-Trt-WT55","Trt-WT",3,191,"Lab 4"
"4-Trt-WT55","Trt-WT",6,320,"Lab 4"
"4-Trt-WT55","Trt-WT",9,278,"Lab 4"
"4-Trt-WT55","Trt-WT",12,618,"Lab 4"
"4-Trt-WT55","Trt-WT",15,269,"Lab 4"
"4-Trt-WT56","Trt-WT",0,105,"Lab 4"
"4-Trt-WT56","Trt-WT",3,246,"Lab 4"
"4-Trt-WT56","Trt-WT",6,355,"Lab 4"
"4-Trt-WT56","Trt-WT",9,430,"Lab 4"
"4-Trt-WT56","Trt-WT",12,474,"Lab 4"
"4-Trt-WT56","Trt-WT",15,361,"Lab 4"
"4-Trt-WT57","Trt-WT",0,111,"Lab 4"
"4-Trt-WT57","Trt-WT",3,262,"Lab 4"
"4-Trt-WT57","Trt-WT",6,607,"Lab 4"
"4-Trt-WT57","Trt-WT",9,703,"Lab 4"
"4-Trt-WT57","Trt-WT",12,1265,"Lab 4"
"4-Trt-WT57","Trt-WT",15,1404,"Lab 4"
"4-Trt-WT58","Trt-WT",0,83,"Lab 4"
"4-Trt-WT58","Trt-WT",3,263,"Lab 4"
"4-Trt-WT58","Trt-WT",6,310,"Lab 4"
"4-Trt-WT58","Trt-WT",9,393,"Lab 4"
"4-Trt-WT58","Trt-WT",12,444,"Lab 4"
"4-Trt-WT58","Trt-WT",15,645,"Lab 4"
"4-Trt-WT59","Trt-WT",0,60,"Lab 4"
"4-Trt-WT59","Trt-WT",3,90,"Lab 4"
"4-Trt-WT59","Trt-WT",6,144,"Lab 4"
"4-Trt-WT59","Trt-WT",9,144,"Lab 4"
"4-Trt-WT59","Trt-WT",12,176,"Lab 4"
"4-Trt-WT59","Trt-WT",15,152,"Lab 4"
"4-Ctr-WT6","Ctr-WT",0,119,"Lab 4"
"4-Ctr-WT6","Ctr-WT",3,178,"Lab 4"
"4-Ctr-WT6","Ctr-WT",6,246,"Lab 4"
"4-Ctr-WT6","Ctr-WT",9,607,"Lab 4"
"4-Ctr-WT6","Ctr-WT",12,630,"Lab 4"
"4-Ctr-WT6","Ctr-WT",15,663,"Lab 4"
"4-Trt-WT60","Trt-WT",0,71,"Lab 4"
"4-Trt-WT60","Trt-WT",3,202,"Lab 4"
"4-Trt-WT60","Trt-WT",6,136,"Lab 4"
"4-Trt-WT60","Trt-WT",9,287,"Lab 4"
"4-Trt-WT60","Trt-WT",12,473,"Lab 4"
"4-Trt-WT60","Trt-WT",15,389,"Lab 4"
"4-Trt-KO61","Trt-KO",0,57,"Lab 4"
"4-Trt-KO61","Trt-KO",3,110,"Lab 4"
"4-Trt-KO61","Trt-KO",6,128,"Lab 4"
"4-Trt-KO61","Trt-KO",9,136,"Lab 4"
"4-Trt-KO61","Trt-KO",12,162,"Lab 4"
"4-Trt-KO61","Trt-KO",15,267,"Lab 4"
"4-Trt-KO62","Trt-KO",0,99,"Lab 4"
"4-Trt-KO62","Trt-KO",3,193,"Lab 4"
"4-Trt-KO62","Trt-KO",6,413,"Lab 4"
"4-Trt-KO62","Trt-KO",9,518,"Lab 4"
"4-Trt-KO62","Trt-KO",12,392,"Lab 4"
"4-Trt-KO62","Trt-KO",15,718,"Lab 4"
"4-Trt-KO63","Trt-KO",0,74,"Lab 4"
"4-Trt-KO63","Trt-KO",3,154,"Lab 4"
"4-Trt-KO63","Trt-KO",6,249,"Lab 4"
"4-Trt-KO63","Trt-KO",9,398,"Lab 4"
"4-Trt-KO63","Trt-KO",12,375,"Lab 4"
"4-Trt-KO63","Trt-KO",15,467,"Lab 4"
"4-Trt-KO64","Trt-KO",0,55,"Lab 4"
"4-Trt-KO64","Trt-KO",3,106,"Lab 4"
"4-Trt-KO64","Trt-KO",6,249,"Lab 4"
"4-Trt-KO64","Trt-KO",9,208,"Lab 4"
"4-Trt-KO64","Trt-KO",12,295,"Lab 4"
"4-Trt-KO64","Trt-KO",15,308,"Lab 4"
"4-Trt-KO65","Trt-KO",0,78,"Lab 4"
"4-Trt-KO65","Trt-KO",3,125,"Lab 4"
"4-Trt-KO65","Trt-KO",6,183,"Lab 4"
"4-Trt-KO65","Trt-KO",9,255,"Lab 4"
"4-Trt-KO65","Trt-KO",12,180,"Lab 4"
"4-Trt-KO65","Trt-KO",15,218,"Lab 4"
"4-Trt-KO66","Trt-KO",0,138,"Lab 4"
"4-Trt-KO66","Trt-KO",3,120,"Lab 4"
"4-Trt-KO66","Trt-KO",6,171,"Lab 4"
"4-Trt-KO66","Trt-KO",9,175,"Lab 4"
"4-Trt-KO66","Trt-KO",12,209,"Lab 4"
"4-Trt-KO66","Trt-KO",15,128,"Lab 4"
"4-Trt-KO67","Trt-KO",0,66,"Lab 4"
"4-Trt-KO67","Trt-KO",3,94,"Lab 4"
"4-Trt-KO67","Trt-KO",6,212,"Lab 4"
"4-Trt-KO67","Trt-KO",9,238,"Lab 4"
"4-Trt-KO67","Trt-KO",12,424,"Lab 4"
"4-Trt-KO67","Trt-KO",15,391,"Lab 4"
"4-Trt-KO68","Trt-KO",0,90,"Lab 4"
"4-Trt-KO68","Trt-KO",3,101,"Lab 4"
"4-Trt-KO68","Trt-KO",6,132,"Lab 4"
"4-Trt-KO68","Trt-KO",9,152,"Lab 4"
"4-Trt-KO68","Trt-KO",12,194,"Lab 4"
"4-Trt-KO68","Trt-KO",15,158,"Lab 4"
"4-Trt-KO69","Trt-KO",0,87,"Lab 4"
"4-Trt-KO69","Trt-KO",3,144,"Lab 4"
"4-Trt-KO69","Trt-KO",6,232,"Lab 4"
"4-Trt-KO69","Trt-KO",9,301,"Lab 4"
"4-Trt-KO69","Trt-KO",12,293,"Lab 4"
"4-Trt-KO69","Trt-KO",15,280,"Lab 4"
"4-Ctr-WT7","Ctr-WT",0,47,"Lab 4"
"4-Ctr-WT7","Ctr-WT",3,119,"Lab 4"
"4-Ctr-WT7","Ctr-WT",6,274,"Lab 4"
"4-Ctr-WT7","Ctr-WT",9,451,"Lab 4"
"4-Ctr-WT7","Ctr-WT",12,367,"Lab 4"
"4-Ctr-WT7","Ctr-WT",15,669,"Lab 4"
"4-Trt-KO70","Trt-KO",0,90,"Lab 4"
"4-Trt-KO70","Trt-KO",3,137,"Lab 4"
"4-Trt-KO70","Trt-KO",6,198,"Lab 4"
"4-Trt-KO70","Trt-KO",9,245,"Lab 4"
"4-Trt-KO70","Trt-KO",12,235,"Lab 4"
"4-Trt-KO70","Trt-KO",15,431,"Lab 4"
"4-Trt-KO71","Trt-KO",0,58,"Lab 4"
"4-Trt-KO71","Trt-KO",3,128,"Lab 4"
"4-Trt-KO71","Trt-KO",6,144,"Lab 4"
"4-Trt-KO71","Trt-KO",9,112,"Lab 4"
"4-Trt-KO71","Trt-KO",12,117,"Lab 4"
"4-Trt-KO71","Trt-KO",15,104,"Lab 4"
"4-Trt-KO72","Trt-KO",0,80,"Lab 4"
"4-Trt-KO72","Trt-KO",3,103,"Lab 4"
"4-Trt-KO72","Trt-KO",6,137,"Lab 4"
"4-Trt-KO72","Trt-KO",9,131,"Lab 4"
"4-Trt-KO72","Trt-KO",12,171,"Lab 4"
"4-Trt-KO72","Trt-KO",15,154,"Lab 4"
"4-Trt-KO73","Trt-KO",0,74,"Lab 4"
"4-Trt-KO73","Trt-KO",3,128,"Lab 4"
"4-Trt-KO73","Trt-KO",6,219,"Lab 4"
"4-Trt-KO73","Trt-KO",9,258,"Lab 4"
"4-Trt-KO73","Trt-KO",12,190,"Lab 4"
"4-Trt-KO73","Trt-KO",15,249,"Lab 4"
"4-Trt-KO74","Trt-KO",0,43,"Lab 4"
"4-Trt-KO74","Trt-KO",3,98,"Lab 4"
"4-Trt-KO74","Trt-KO",6,155,"Lab 4"
"4-Trt-KO74","Trt-KO",9,144,"Lab 4"
"4-Trt-KO74","Trt-KO",12,147,"Lab 4"
"4-Trt-KO74","Trt-KO",15,91,"Lab 4"
"4-Trt-KO75","Trt-KO",0,71,"Lab 4"
"4-Trt-KO75","Trt-KO",3,270,"Lab 4"
"4-Trt-KO75","Trt-KO",6,303,"Lab 4"
"4-Trt-KO75","Trt-KO",9,450,"Lab 4"
"4-Trt-KO75","Trt-KO",12,525,"Lab 4"
"4-Trt-KO75","Trt-KO",15,338,"Lab 4"
"4-Trt-KO76","Trt-KO",0,99,"Lab 4"
"4-Trt-KO76","Trt-KO",3,109,"Lab 4"
"4-Trt-KO76","Trt-KO",6,167,"Lab 4"
"4-Trt-KO76","Trt-KO",9,306,"Lab 4"
"4-Trt-KO76","Trt-KO",12,277,"Lab 4"
"4-Trt-KO76","Trt-KO",15,177,"Lab 4"
"4-Trt-KO77","Trt-KO",0,64,"Lab 4"
"4-Trt-KO77","Trt-KO",3,98,"Lab 4"
"4-Trt-KO77","Trt-KO",6,140,"Lab 4"
"4-Trt-KO77","Trt-KO",9,206,"Lab 4"
"4-Trt-KO77","Trt-KO",12,159,"Lab 4"
"4-Trt-KO77","Trt-KO",15,243,"Lab 4"
"4-Trt-KO78","Trt-KO",0,38,"Lab 4"
"4-Trt-KO78","Trt-KO",3,58,"Lab 4"
"4-Trt-KO78","Trt-KO",6,107,"Lab 4"
"4-Trt-KO78","Trt-KO",9,96,"Lab 4"
"4-Trt-KO78","Trt-KO",12,184,"Lab 4"
"4-Trt-KO78","Trt-KO",15,115,"Lab 4"
"4-Trt-KO79","Trt-KO",0,96,"Lab 4"
"4-Trt-KO79","Trt-KO",3,234,"Lab 4"
"4-Trt-KO79","Trt-KO",6,271,"Lab 4"
"4-Trt-KO79","Trt-KO",9,405,"Lab 4"
"4-Trt-KO79","Trt-KO",12,259,"Lab 4"
"4-Trt-KO79","Trt-KO",15,469,"Lab 4"
"4-Ctr-WT8","Ctr-WT",0,89,"Lab 4"
"4-Ctr-WT8","Ctr-WT",3,85,"Lab 4"
"4-Ctr-WT8","Ctr-WT",6,88,"Lab 4"
"4-Ctr-WT8","Ctr-WT",9,201,"Lab 4"
"4-Ctr-WT8","Ctr-WT",12,218,"Lab 4"
"4-Ctr-WT8","Ctr-WT",15,250,"Lab 4"
"4-Trt-KO80","Trt-KO",0,45,"Lab 4"
"4-Trt-KO80","Trt-KO",3,87,"Lab 4"
"4-Trt-KO80","Trt-KO",6,187,"Lab 4"
"4-Trt-KO80","Trt-KO",9,213,"Lab 4"
"4-Trt-KO80","Trt-KO",12,382,"Lab 4"
"4-Trt-KO80","Trt-KO",15,338,"Lab 4"
"4-Ctr-WT9","Ctr-WT",0,73,"Lab 4"
"4-Ctr-WT9","Ctr-WT",3,151,"Lab 4"
"4-Ctr-WT9","Ctr-WT",6,379,"Lab 4"
"4-Ctr-WT9","Ctr-WT",9,478,"Lab 4"
"4-Ctr-WT9","Ctr-WT",12,727,"Lab 4"
"4-Ctr-WT9","Ctr-WT",15,963,"Lab 4"
